,ISIN,NAME
3228,FR0000073041,Pierre & Vacances
3229,FR0000073272,Safran
3230,FR0000073298,Ipsos
3231,FR0000073728,Serma Group
3232,FR0000074072,BigBen Interactive
3233,FR0000074122,SII HANDELSUNIVERSUM
3234,FR0000074148,Assystem
3235,FR0000074197,Union Technologies Informatique
3236,FR0000074254,Bourse Direct
3237,FR0000074759,Fleury Michon
3238,FR0000074775,Stradim-Espace
3239,FR0000074783,Artmarket.com
3240,FR0000075343,Groupe Euromedis
3241,FR0000075392,Orapi
3242,FR0000075442,Groupe LDLC
3243,FR0000075954,Riber
3244,FR0000076655,ACTIA Group
3245,FR0000076861,Acteos
3246,FR0000076887,AST Groupe
3247,FR0000076952,La Société Industrielle et Financière de l'Artois
3248,FR0000076986,Financière Moncey
3249,FR0000077570,Micropole
3250,FR0000077919,JCDecaux
3251,FR0000077992,Pacte Novation
3252,FR0000078321,Soditech
3253,FR0000079147,U10
3254,FR0000079634,GECI
3255,FR0000079659,Compagnie du Cambodge
3256,FR0000079691,IDS France
3257,FR0000120073,Air Liquide
3258,FR0000120107,Savencia
3259,FR0000120172,Carrefour
3260,FR0000120271,TotalEnergies
3261,FR0000120321,L'Oreal
3262,FR0000120404,Accor
3263,FR0000120503,Bouygues
3264,FR0000120560,Quadient
3265,FR0000120578,Sanofi
3266,FR0000120628,AXA
3267,FR0000120644,Danone
3268,FR0000120669,Esso
3269,FR0000120693,Pernod Ricard
3270,FR0000120859,Imerys
3271,FR0000120966,Société BIC
3272,FR0000121014,LVMH Louis Vuitton Moet Hennessy HANDELSUNIVERSUM
3273,FR0000121121,Eurazeo
3274,FR0000121147,Faurecia
3275,FR0000121204,Wendel
3276,FR0000121220,Sodexo
3277,FR0000121295,Lebon
3278,FR0000121329,Thales
3279,FR0000121485,Kering
3280,FR0000121634,Colas
3281,FR0000121667,EssilorLuxottica
3282,FR0000121691,NRJ Group
3283,FR0000121709,SEB
3284,FR0000121964,Klépierre
3285,FR0000121972,Schneider Electric
3286,FR0000124141,Veolia Environnement
3287,FR0000124232,Groupe IRD
3288,FR0000124414,Gascogne
3289,FR0000124570,Plastic Omnium
3290,FR0000125007,Saint-Gobain
3291,FR0000125338,Cap Gemini
3292,FR0000125486,VINCI
3293,FR0000125585,Groupe Casino
3294,FR0000127771,Vivendi
3295,FR0000130213,Lagardere
3296,FR0000130395,Remy Cointreau
3297,FR0000130403,Christian Dior
3298,FR0000130452,Eiffage
3299,FR0000130577,Publicis
3300,FR0000130692,Chargeurs
3301,FR0000130809,Société Générale
3302,FR0000131104,BNP Paribas
3303,FR0000131757,Eramet
3304,FR0000131906,Renault
3305,FR0000133308,Orange
3306,FR0000184798,Orpea
3307,FR0000185423,Damartex
3308,FR0000185464,Novatech Industries
3309,FR0000185506,CRCAM Atlantique Vendée
3310,FR0000185514,CRCAM Nord de France
3311,FR0004007813,Kaufman & Broad HANDELSUNIVERSUM
3312,FR0004010338,Groupe JAJ
3313,FR0004016699,SMTPC
3314,FR0004023208,Bassac
3315,FR0004024222,Interparfums
3316,FR0004026151,Itesoft
3317,FR0004027068,Lanson BCC
3318,FR0004029411,Keyrus
3319,FR0004029478,Visiativ
3320,FR0004030708,Encres Dubuit
3321,FR0004031763,Coheris
3322,FR0004034072,Xilam Animation
3323,FR0004034320,Mr Bricolage
3324,FR0004034593,Fashion B Air
3325,FR0004038263,Parrot
3326,FR0004040608,ABC Arbitrage
3327,FR0004044600,Prismaflex
3328,FR0004045847,Voyageurs du Monde
3329,FR0004050250,Neurones
3330,FR0004052561,Proactis
3331,FR0004053510,Genoway
3332,FR0004056851,Valneva
3333,FR0004065605,MedinCell
3334,FR0004065639,NSE
3335,FR0004110310,ESI Group
3336,FR0004125920,Amundi
3337,FR0004152700,Well
3338,FR0004152882,Clasquin Group
3339,FR0004153930,Hybrigenics
3340,FR0004154060,Netgem
3341,FR0004155000,Groupe SFPI
3342,FR0004155687,Mastrad
3343,FR0004156297,Linedata Services
3344,FR0004157543,Neocom Multimedia
3345,FR0004159473,Hexaom
3346,FR0004163111,Genfit
3347,FR0004165801,Les Hotels de Paris
3348,FR0004166197,Evolis
3349,FR0004170017,LNA Sante
3350,FR0004171346,Nextedia HANDELSUNIVERSUM
3351,FR0004172450,Mint
3352,FR0004174233,Bilendi
3353,FR0004175099,Tronics Microsystems
3354,FR0004175222,Scientific Brain Training
3355,FR0004175842,Selectirente
3356,FR0004177046,Metabolic Explorer
3357,FR0004180578,Sword Group
3358,FR0004183960,Voluntis
3359,FR0004186856,Vetoquinol
3360,FR0004187367,Freelance.com
3361,FR0004188670,Tarkett
3362,FR0004197747,Theradiag
3363,FR0004527638,Exel Industries
3364,FR0005175080,Transgene
3365,FR0005691656,Trigano
3366,FR0005843125,Hydro-Exploitation
3367,FR0005854700,I2S
3368,FR0006174348,Bureau Veritas
3369,FR0006239109,Societe Centrale des Bois et des Scieries de la Manche
3370,FR0006864484,Laurent-Perrier
3371,FR0007080254,Les Hotels Baverez
3372,FR0007200100,Eaux de Royan
3373,FR0007317813,CS Group
3374,FR0010040865,Gecina
3375,FR0010095596,Onxeo
3376,FR0010112524,Nexity
3377,FR0010120402,Theraclion
3378,FR0010131409,Wallix Group
3379,FR0010151589,CAFOM
3380,FR0010157115,Euroland
3381,FR0010169920,Predilife
3382,FR0010193052,Catana Group
3383,FR0010193979,CBo Territoria
3384,FR0010202606,Sidetrade
3385,FR0010204453,MG International
3386,FR0010208488,Engie
3387,FR0010209809,Société Française de Casinos
3388,FR0010211037,Planet Media
3389,FR0010214064,Pizzorno Environnement HANDELSUNIVERSUM
3390,FR0010220475,Alstom
3391,FR0010221234,Eutelsat
3392,FR0010241638,Mercialys
3393,FR0010242511,EDF
3394,FR0010259150,Ipsen
3395,FR0010263202,Paref
3396,FR0010282822,SES-imagotag
3397,FR0010285965,1000Mercis
3398,FR0010291245,Verimatrix
3399,FR0010298620,Memscap
3400,FR0010307819,Legrand
3401,FR0010309096,Vitura
3402,FR0010313486,Prodware
3403,FR0010313833,Arkema
3404,FR0010328302,Made
3405,FR0010330613,Ober
3406,FR0010331421,Innate Pharma
3407,FR0010337865,UPERGY
3408,FR0010340141,Aéroports de Paris
3409,FR0010340711,Aquila SA
3410,FR0010341032,Foncière Inea
3411,FR0010353888,MGI Digital Graphic Tech
3412,FR0010380626,Prologue
3413,FR0010383877,Travel Tech Interactive
3414,FR0010386334,Korian
3415,FR0010395681,Altur Investissement
3416,FR0010396309,Hitechpros
3417,FR0010397232,Novacyt
3418,FR0010397901,Trilogiq
3419,FR0010404368,DLSI
3420,FR0010411983,SCOR
3421,FR0010417345,DBV Technologies
3422,FR0010424697,Entreparticuliers
3423,FR0010425595,Cellectis
3424,FR0010428771,Olympique Lyonnais Groupe
3425,FR0010436170,Batla Minerals
3426,FR0010436584,DNXCorp
3427,FR0010447086,Cheops Technology
3428,FR0010451203,Rexel HANDELSUNIVERSUM
3429,FR0010457531,NFTY
3430,FR0010461053,CRCAM Languedoc
3431,FR0010465534,EO2
3432,FR0010478248,Atari
3433,FR0010481960,Argan SA
3434,FR0010483768,CRCAM Brie Picardie
3435,FR0010485268,Fountaine Pajot
3436,FR0010490920,EuropaCorp
3437,FR0010500363,Nicolas Miguet
3438,FR0010523167,Roctool
3439,FR0010528059,Streamwide
3440,FR0010533075,Getlink
3441,FR0010557264,AB Science
3442,FR0010588079,Frey
3443,FR0010609206,Orege
3444,FR0010609263,Mauna Kea Tech
3445,FR0010641449,AgroGeneration
3446,FR0010654087,TXCom
3447,FR0010667147,Coface
3448,FR0010680033,JSA Technology
3449,FR0010688440,Wedia
3450,FR0010688465,Weaccess Group
3451,FR0010722819,Kalray
3452,FR0010766667,Vente-Unique
3453,FR0010776617,Sapmer
3454,FR0010781377,Compagnie Aérienne Inter Régionale Express
3455,FR0010785790,Plant Advanced Techs
3456,FR0010812230,METADVERTISE
3457,FR0010820274,ReWorld Media
3458,FR0010823724,France Tourisme
3459,FR0010827741,Magillem Design Services
3460,FR0010828137,Carmila
3461,FR0010879056,Deinove
3462,FR0010882886,Eduform'action
3463,FR0010889386,Qwamplify
3464,FR0010907956,Carmat
3465,FR0010908533,Edenred
3466,FR0010908723,IntegraGen
3467,FR0010929125,ID Logistics HANDELSUNIVERSUM
3468,FR0010979377,Activium Group
3469,FR0011005933,Biosynex
3470,FR0011027135,Patrimoine & Commerce
3471,FR0011033083,Moulinvest
3472,FR0011040500,Axway Software
3473,FR0011041011,Bluelinea
3474,FR0011049824,Median Technologies
3475,FR0011051598,Amoeba
3476,FR0011052257,Global Bioenergies
3477,FR0011053636,Blockchain Group
3478,FR0011092089,Maison Clio Blue
3479,FR0011179886,Intrasense
3480,FR0011184241,Adocia
3481,FR0011208693,Gold by Gold
3482,FR0011217710,Methanor
3483,FR0011271600,Fermentalg
3484,FR0011277391,MyHotelMatch
3485,FR0011289040,SQLI
3486,FR0011341205,Nanobiotix
3487,FR0011443266,Mondo TV France
3488,FR0011464452,SpineGuard
3489,FR0011466069,Ekinops
3490,FR0011471135,Erytech Pharma
3491,FR0011476928,Fnac Darty
3492,FR0011490648,Ecoslops
3493,FR0011532225,Vogo
3494,FR0011605617,Foncière Vindi
3495,FR0011636083,Neolife
3496,FR0011648716,Carbios
3497,FR0011648971,Quantum Genomics
3498,FR0011665280,Figeac Aero
3499,FR0011668821,Algreen
3500,FR0011675362,Neoen
3501,FR0011716265,Crossject
3502,FR0011726835,Gaztransport Technigaz
3503,FR0011742329,McPhy Energy
3504,FR0011766229,Oncodesign
3505,FR0011776889,Umalis Group
3506,FR0011799907,Genomic Vision HANDELSUNIVERSUM
3507,FR0011814938,Boostheat
3508,FR0011858190,Realites
3509,FR0011884378,Lucibel
3510,FR0011898584,UVGermi
3511,FR0011915339,Enertime
3512,FR0011950641,Pixium Vision
3513,FR0011950682,SergeFerrari
3514,FR0011950732,Elior
3515,FR0011981968,Worldline
3516,FR0011992700,ATEME
3517,FR0011995588,Voltalia
3518,FR0012127173,OSE Immunotherapeutics
3519,FR0012185536,Artea
3520,FR0012202497,DMS
3521,FR0012300424,FD
3522,FR0012333284,Abivax
3523,FR0012384907,Groupe CIOA
3524,FR0012419307,Focus Home Interactive
3525,FR0012432516,Poxel
3526,FR0012435121,Elis
3527,FR0012532810,Waga Energy
3528,FR0012596468,Sensorion
3529,FR0012612646,Groupe Partouche
3530,FR0012613610,Prodways Group
3531,FR0012616852,Abionyx Pharma
3532,FR0012650166,NHOA
3533,FR0012709160,Uniti
3534,FR0012757854,SPIE
3535,FR0012788065,Biocorp
3536,FR0012789386,NextStage
3537,FR0012789667,Amplitude Surgical
3538,FR0012816825,Biophytis
3539,FR0012819381,Groupe Guillin
3540,FR0012821890,AdUX
3541,FR0012821916,HiPay Group
3542,FR0012872141,Jacques Bogart
3543,FR0012882389,Equasens
3544,FR0012969095,Groupe Capelli
3545,FR0013006558,SRP Groupe HANDELSUNIVERSUM
3546,FR0013015583,Poulaillon
3547,FR0013018041,Navya
3548,FR0013018124,Nicox
3549,FR0013030152,La Française de l'Energie
3550,FR0013053535,Miliboo
3551,FR0013060100,Immersion
3552,FR0013066750,DBT Group
3553,FR0013079092,We.Connect
3554,FR0013088606,Drone Volt
3555,FR0013143872,Witbe
3556,FR0013153541,Maisons du Monde
3557,FR0013154002,Sartorius Stedim Biotech
3558,FR0013155975,La Savonnerie De Nyons
3559,FR0013156007,Kerlink
3560,FR0013176526,Valeo
3561,FR0013178712,Cerinnov Group
3562,FR0013181864,CGG
3563,FR0013183589,AURES Technologies
3564,FR0013183985,Gensight Biologics
3565,FR0013185857,Abeo
3566,FR0013199916,Somfy
3567,FR0013204070,Groupe Parot
3568,FR0013204336,LDC
3569,FR0013214145,SMCP
3570,FR0013222346,FranceSoir
3571,FR0013227113,Soitec
3572,FR0013230067,FNP TECHNOLOGIES
3573,FR0013230612,Tikehau Capital
3574,FR0013231180,Osmozis
3575,FR0013233012,Inventiva
3576,FR0013233475,Lysogene
3577,FR0013240934,Eurobio Scientific
3578,FR0013247244,Adomos
3579,FR0013252186,Plastiques Val de Loire
3580,FR0013254851,Valbiotis
3581,FR0013257409,Cofidur
3582,FR0013258399,Balyo
3583,FR0013258662,ALD
3584,FR0013269123,Rubis HANDELSUNIVERSUM
3585,FR0013270626,M2i
3586,FR0013280286,bioMérieux
3587,FR0013283108,Delta Plus Group
3588,FR0013284627,Adeunis
3589,FR0013285103,Air Marine
3590,FR0013286259,Theranexus
3591,FR0013295789,TFF
3592,FR0013296746,Advicenne
3593,FR0013310281,Octopus Biosafety
3594,FR0013318052,Ordissimo
3595,FR0013318813,Paragon ID
3596,FR0013326246,Unibail-Rodamco-Westfield
3597,FR0013331212,Dontnod Ent.
3598,FR0013333432,Thermador
3599,FR0013335742,Cogelec
3600,FR0013340973,Blue Shark Power System
3601,FR0013341781,2CRSI
3602,FR0013344173,Roche Bobois
3603,FR0013345493,BIO-UV Group
3604,FR0013356755,Emova Group
3605,FR0013357621,Wavestone
3606,FR0013374667,KKO International
3607,FR0013379484,Solutions 30
3608,FR0013384369,Baikowski
3609,FR0013398997,Arcure
3610,FR0013400835,Mare Nostrum
3611,FR0013410370,Auplata Mining Group
3612,FR0013421286,Alpha MOS
3613,FR0013426004,Claranova
3614,FR0013429404,Groupe Tera
3615,FR0013447729,Verallia
3616,FR0013451044,Hoffmann Green Cement
3617,FR0013451333,La Francaise des Jeux
3618,FR0013452281,Agripower France
3619,FR0013455482,Fonciere Atland
3620,FR0013467123,Safe Orthopaedics
3621,FR0013470168,Implanet
3622,FR0013481835,Visiomed
3623,FR0013482791,Nacon HANDELSUNIVERSUM
3624,FR0013495298,Gaussin
3625,FR0013505062,Vantiva
3626,FR0013506730,Vallourec
3627,FR0013530102,VEOM Group
3628,FR00140006O9,Solocal
3629,FR0014000MR3,Eurofins Scientific
3630,FR0014000RP6,Groupimo
3631,FR0014003FE9,"BELIEVE S.A. EO -,01"
3632,FR0014003TT8,Dassault Systèmes
3633,FR0014003U94,Aramis Group
3634,FR0014003VY4,Hydrogene De France
3635,FR0014004EC4,Précia
3636,FR0014004L86,Dassault Aviation
3637,FR0014004QZ9,Dolfines
3638,FR0014004X25,Groupe Flo
3639,FR00140050Q2,Montagne et Neige Développement
3640,FR0014005AC9,Afyren
3641,FR0014005AL0,Antin Infrastructure Partners
3642,FR0014005DA7,Exclusive Networks
3643,FR0014005HJ9,OVH
3644,FR0014005IU4,I.Ceram
3645,FR0014005SB3,Forsee Power
3646,FR00140077X1,Neovacs
3647,FR00140085W6,MRM
3648,FR0014008VX5,Euroapi
3649,FR0014009LP0,Delta Drone
3650,FR0014009YQ1,LHYFE
3651,FR001400AHX6,ABL Diagnostics
3652,FR001400AJ45,Michelin
3653,FR001400AYG6,Deezer
3654,FR001400BV89,Pharnext
3655,FR001400BVK2,Spineway
3656,FR001400BWV7,Technicolor Creative Studios
3657,FR001400CF13,Europlasma
3658,FR001400CFI7,Avenir Telecom
3659,FR001400D5I2,Vergnet
3660,GA0000121459,TotalEnergies EP Gabon
3661,GB0000456144,Antofagasta
3662,GB0000536739,Ashtead Group HANDELSUNIVERSUM
3663,GB0000811801,Barratt Developments
3664,GB0000904986,Bellway
3665,GB0000961622,Balfour Beatty
3666,GB0001367019,British Land
3667,GB0001500809,Tullow Oil
3668,GB0001638955,Wetherspoon
3669,GB0001826634,Diploma
3670,GB0001859296,Vistry Group
3671,GB0001990497,City of London Inv. Trust
3672,GB0002018363,Clarkson
3673,GB0002074580,Genus
3674,GB0002318888,Cranswick
3675,GB0002341666,Creightons
3676,GB0002374006,Diageo
3677,GB0002634946,BAE Systems
3678,GB0002652740,Derwent London
3679,GB0002869419,Big Yellow Group
3680,GB0002875804,British American Tobacco
3681,GB0002998192,Idox
3682,GB0003096442,Electrocomponents
3683,GB0003308607,Spectris
3684,GB0003452173,FirstGroup
3685,GB0003718474,Games Workshop
3686,GB0004052071,Halma
3687,GB0004082847,Standard Chartered
3688,GB0004161021,Hays
3689,GB0004270301,Hill & Smith
3690,GB0004281639,Iomart
3691,GB0004300496,Pan African Resources
3692,GB0004478896,Hunting
3693,GB0004536594,Advanced Medical Solutions Group
3694,GB0004544929,Imperial Brands
3695,GB0004657408,MITIE Group
3696,GB0004726096,Spirent
3697,GB0004866223,Keller Group
3698,GB0004915632,Kier Group
3699,GB0005405286,HSBC
3700,GB0005576813,Howden Joinery Group
3701,GB0005603997,Legal & General HANDELSUNIVERSUM
3702,GB0005630420,Mears Group
3703,GB0006215205,National Express Grp
3704,GB0006449366,Anglo Pacific Group
3705,GB0006640972,4Imprint
3706,GB0006731235,Associated British Foods
3707,GB0006776081,Pearson
3708,GB0006825383,Persimmon
3709,GB0006870611,GB Group
3710,GB0006928617,Unite Group
3711,GB0007099541,Prudential
3712,GB0007188757,Rio Tinto
3713,GB0007323586,Renishaw
3714,GB0007370074,Ricardo
3715,GB0007668071,Close Brothers Group
3716,GB0007669376,St. James's Place
3717,GB0007908733,SSE
3718,GB0007958233,Senior
3719,GB0007973794,Serco Group
3720,GB0007980591,BP
3721,GB0007990962,Shaftesbury
3722,GB0008025412,SIG
3723,GB0008220112,DS Smith
3724,GB0008481250,Photo-Me
3725,GB0008706128,Lloyds Banking Group
3726,GB0008711763,TT Electronics
3727,GB0008782301,Taylor Wimpey
3728,GB0008794710,Telecom Plus
3729,GB0008808825,Gresham Technologies
3730,GB0009039941,Reach
3731,GB0009223206,Smith & Nephew
3732,GB0009292243,Victrex
3733,GB0009465807,Weir Group
3734,GB0009633180,Dechra Pharmac.
3735,GB0009697037,Babcock
3736,GB0009887422,Synthomer
3737,GB0009895292,AstraZeneca
3738,GB0022569080,Amdocs
3739,GB0030232317,PageGroup
3740,GB0030913577,BT Group HANDELSUNIVERSUM
3741,GB0030927254,ASOS
3742,GB0031030819,Alliance Pharma
3743,GB0031215220,Carnival Plc.
3744,GB0031274896,Marks & Spencer Grp
3745,GB0031348658,Barclays
3746,GB0031638363,Intertek
3747,GB0031743007,Burberry
3748,GB0031852162,Jubilee Metals
3749,GB0032089863,Next
3750,GB0032398678,Judges Scientific
3751,GB0033195214,Kingfisher
3752,GB0033986497,ITV
3753,GB0034330679,Angle
3754,GB00B012BV22,Marshalls
3755,GB00B012TP20,Halfords Group
3756,GB00B0130H42,ITM Power
3757,GB00B013H060,Michelmersh Brick Hldgs
3758,GB00B019KW72,Sainsbury's
3759,GB00B01JLR99,Nanoco Group
3760,GB00B01QGK86,NCC Group
3761,GB00B02J6398,Admiral Group
3762,GB00B02QND93,PayPoint
3763,GB00B033F229,Centrica
3764,GB00B03HDJ73,Esken
3765,GB00B04V1276,Grainger PLC
3766,GB00B06QFB75,IG Group Holdings
3767,GB00B0744359,Essentra
3768,GB00B0744B38,Bunzl
3769,GB00B082RF11,Rentokil Initial
3770,GB00B0C18177,Anglo Asian Mining
3771,GB00B0CY5V57,Serica Energy
3772,GB00B0FVQX23,Rockhopper Exploration
3773,GB00B0H2K534,Petrofac
3774,GB00B0LCW083,Hikma Pharmaceuticals
3775,GB00B0MTC970,Hargreaves Services
3776,GB00B0N8QD54,Britvic
3777,GB00B0SWJX34,London Stock Exchange
3778,GB00B0WD0R35,SolGold
3779,GB00B0WMWD03,QinetiQ Group HANDELSUNIVERSUM
3780,GB00B0YD2B94,Cohort
3781,GB00B0YG1K06,Restaurant Group
3782,GB00B10RZP78,Unilever
3783,GB00B11SZ269,Velocys
3784,GB00B125SX82,Pantheon Resources
3785,GB00B132NW22,Ashmore Group
3786,GB00B135BJ46,Savills
3787,GB00B14SKR37,CMC Markets
3788,GB00B15FWH70,Cineworld Group
3789,GB00B1722W11,Jet2
3790,GB00B17BBQ50,Investec
3791,GB00B18S7B29,AFC Energy
3792,GB00B19NLV48,Experian
3793,GB00B19Z1432,PZ Cussons
3794,GB00B1CKQ739,Dunelm Group
3795,GB00B1CRLC47,Mondi
3796,GB00B1FH8J72,Severn Trent
3797,GB00B1FP6H53,Mitchells & Butlers
3798,GB00B1FW5029,Hochschild Mining
3799,GB00B1JQDM80,Marston's
3800,GB00B1KJJ408,Whitbread
3801,GB00B1L5QH97,Rank Group
3802,GB00B1N7Z094,Safestore
3803,GB00B1QH8P22,Frasers Group
3804,GB00B1VNSX38,Drax Group
3805,GB00B1VQ6H25,YouGov
3806,GB00B1VZ0M25,Hargreaves Lansdown
3807,GB00B1WY2338,Smiths Group
3808,GB00B1XH2C03,Ferrexpo
3809,GB00B1XZS820,Anglo American PLC
3810,GB00B1YKG049,Intl. Personal
3811,GB00B1YW4409,3I Group
3812,GB00B1Z4ST84,Provident Financial
3813,GB00B1ZBKY84,Moneysupermarket
3814,GB00B23K0M20,Capita
3815,GB00B24CGK77,Reckitt Benckiser Group
3816,GB00B2863827,CVS Group
3817,GB00B2B0DG97,RELX
3818,GB00B2NGPM57,Paragon Banking Grp HANDELSUNIVERSUM
3819,GB00B2PDGW16,WH Smith
3820,GB00B2QPKJ12,Fresnillo
3821,GB00B39J2M42,United Utilities
3822,GB00B3DGH821,De La Rue
3823,GB00B3FBWW43,SDI Group
3824,GB00B3FLWH99,Bodycote
3825,GB00B3MBS747,Ocado Group
3826,GB00B3W40C23,DotDigital Group
3827,GB00B41H7391,Redde Northgate
3828,GB00B45C9X44,Chemring Group
3829,GB00B4QVDF07,Bioventix
3830,GB00B4T7HX10,Learning Technologies Grp
3831,GB00B4WFW713,LondonMetric Property
3832,GB00B4WQVY43,PowerHouse Energy
3833,GB00B4X1RC86,Smart Metering Systems
3834,GB00B4Y7R145,Dixons Carphone
3835,GB00B4YZN328,Coats Group
3836,GB00B53P2009,Jupiter Fund Manag.
3837,GB00B572ZV91,Pharos Energy
3838,GB00B580MF54,Hurricane Energy
3839,GB00B5N0P849,John Wood Group
3840,GB00B5ZN1N88,SEGRO
3841,GB00B608Z994,Ilika
3842,GB00B60BD277,Superdry
3843,GB00B61TVQ02,Inchcape
3844,GB00B62G9D36,Capital & Counties Properties
3845,GB00B635TG28,Enquest
3846,GB00B63H8491,Rolls Royce
3847,GB00B63QSB39,Greggs
3848,GB00B67G5X01,Workspace
3849,GB00B67KBV28,Central Asia Metals
3850,GB00B6XZKY75,AG Barr
3851,GB00B7KR2P84,easyJet
3852,GB00B7LHJ340,Phoenix Global Resources
3853,GB00B7N0K053,Premier Foods
3854,GB00B8225591,Condor Gold
3855,GB00B82YXW83,Vesuvius
3856,GB00B8C3BL03,Sage Group
3857,GB00B8GJBS16,Sumo Resources HANDELSUNIVERSUM
3858,GB00B8HX8Z88,Mediclinic Inter
3859,GB00B8SC6K54,Greencoat UK Wind
3860,GB00B8VZXT93,Crest Nicholson
3861,GB00B8W67662,Liberty Global (A)
3862,GB00B8W67B19,Liberty Global (C)
3863,GB00B8YZTJ80,Versarien
3864,GB00B90XFF12,Sound Energy
3865,GB00BBG9VN75,AVEVA Group
3866,GB00BBQ38507,Keywords Studios
3867,GB00BCKFY513,Foxtons Group
3868,GB00BCRX1J15,Just Group
3869,GB00BD045071,Arix Bioscience
3870,GB00BD0CWJ91,FIH Group
3871,GB00BD0NVK62,Hollywood Bowl
3872,GB00BD2ZT390,Global Ports Holding
3873,GB00BD3VFW73,ConvaTec Group
3874,GB00BD45SH49,IntegraFin
3875,GB00BD6GN030,Virgin Money UK
3876,GB00BD6K4575,Compass Group
3877,GB00BD6SX109,Advanced Oncotherapy
3878,GB00BDCPN049,Coca-Cola European
3879,GB00BDFBVT43,Oxford BioMedica
3880,GB00BDHXPG30,Alfa Financial Software
3881,GB00BDR05C01,National Grid
3882,GB00BDSFG982,TechnipFMC
3883,GB00BDVZYZ77,Royal Mail
3884,GB00BF4HYT85,Bank of Georgia Group
3885,GB00BF5H9P87,Great Port Estates
3886,GB00BF8Q6K64,Standard Life
3887,GB00BFFK7H57,Odyssean Inv. Trust
3888,GB00BFH55S51,Every Media
3889,GB00BFMBMT84,Sensata Technologies
3890,GB00BFN4GY99,Zinnwald Lithium
3891,GB00BFZ4N465,Cushman Wakefield
3892,GB00BFZNLB60,AJ Bell
3893,GB00BFZZM640,S4 Capital
3894,GB00BG0TPX62,Funding Circle
3895,GB00BG0TSD71,GetBusy
3896,GB00BG11K365,Redrow HANDELSUNIVERSUM
3897,GB00BG12Y042,Energean Oil & Gas
3898,GB00BG5KQW09,Ceres Power
3899,GB00BGBN7C04,SSP Group
3900,GB00BGDT3G23,Rightmove
3901,GB00BGHPT808,Benchmark Holdings
3902,GB00BGLP8L22,IMI
3903,GB00BGXQNP29,Phoenix Group
3904,GB00BH3VJ782,Network Inter. Hldgs.
3905,GB00BH4HKS39,Vodafone
3906,GB00BH4JR002,Loungers PLC
3907,GB00BHJYC057,InterContinental Hotels
3908,GB00BJ1F4N75,Micro Focus International
3909,GB00BJ62K685,Pets At Home
3910,GB00BJDQQ870,Watches of Switzerland
3911,GB00BJFFLV09,Croda
3912,GB00BJHPLV88,Ninety One
3913,GB00BJL1ZF49,Essensys
3914,GB00BJL5BR07,4D pharma
3915,GB00BJLP1Y77,HICL Infrastructure
3916,GB00BJT0FF39,RM Group
3917,GB00BJTNFH41,AO World
3918,GB00BJVD3B28,Circassia Group
3919,GB00BJVQC708,Helios Tower
3920,GB00BK7YQK64,Hammerson
3921,GB00BK9RKT01,Travis Perkins
3922,GB00BKDRYJ47,Airtel Africa
3923,GB00BKFB1C65,"M+G LS -,05"
3924,GB00BKM0ZJ18,Pensana
3925,GB00BKRC5K31,Genuit Group
3926,GB00BKS7YK08,Treatt
3927,GB00BKY40Q38,Galliford Try Holdings
3928,GB00BL6K5J42,Endeavour Mining
3929,GB00BL6NGV24,Dr. Martens
3930,GB00BL9YR756,Wise
3931,GB00BLDRH360,OSB Group
3932,GB00BLDYK618,Scottish Mortgage Investment Trust
3933,GB00BLGZ9862,Tesco
3934,GB00BLJNXL82,Berkeley
3935,GB00BLP5YB54,Atlantica Sustainable Infrastructure HANDELSUNIVERSUM
3936,GB00BLWDVP51,FDM Group
3937,GB00BLY2F708,Card Factory
3938,GB00BM8PJY71,NatWest Group
3939,GB00BM8Q5M07,JD Sports Fashion
3940,GB00BMBVGQ36,Harbour Energy
3941,GB00BMJ6DW54,Informa
3942,GB00BMTV7393,The Hut Group
3943,GB00BMVP7Y09,Royalty Pharma
3944,GB00BMX64W89,Saga
3945,GB00BMX86B70,Haleon
3946,GB00BN0SMB92,Cairn Energy
3947,GB00BN31ZD89,Yourgene Health
3948,GB00BN3ZZ526,Volution
3949,GB00BN4HT335,Indivior
3950,GB00BN7CG237,Aston Martin
3951,GB00BN7SWP63,GlaxoSmithKline
3952,GB00BN7ZCY67,Ergomed
3953,GB00BNC5T391,Deliveroo
3954,GB00BND88V85,Bridgepoint Advisers Group
3955,GB00BNDRMJ14,Alphawave IP Group
3956,GB00BNHSJN34,Quilter
3957,GB00BNK9TP58,Trustpilot
3958,GB00BNNTLN49,Pennon
3959,GB00BNQMPN80,ReNew Energy Global
3960,GB00BNR4T868,Renewi
3961,GB00BNR5MZ78,Melrose Industries
3962,GB00BNTJ3546,Allfunds Group
3963,GB00BNYK8G86,Darktrace
3964,GB00BP37WF17,Pantheon International
3965,GB00BP41S218,Savannah Energy
3966,GB00BP6MXD84,Shell
3967,GB00BP6S8Z30,Oxford Nanopore Technologies
3968,GB00BP83GZ24,Proton Motor Power Systems
3969,GB00BP92CJ43,Tate & Lyle
3970,GB00BP9LHF23,Schroders
3971,GB00BPQY8M80,Aviva
3972,GB00BQQFX454,Accsys Technologies
3973,GB00BQS10J50,Gamma Communications
3974,GB00BRB37M78,Dignity HANDELSUNIVERSUM
3975,GB00BRJ9BJ26,Fevertree Drinks
3976,GB00BTC0LB89,DFS Furniture
3977,GB00BV9FP302,Computacenter
3978,GB00BVFCZV34,RWS
